UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2021,7,61,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2021,7,74,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,7,114,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2021,7,65,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,8,50,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,8,41,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2021,8,87,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,8,37,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,9,19,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,9,71,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,9,100,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,9,59,The Underground Railroad (Television Tie-in): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2021,9,47,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2021,9,84,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2021,9,27,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Literature, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2021,10,26,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,10,42,The Underground Railroad (Television Tie-in): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2021,10,54,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,10,31,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Literature, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2021,10,63,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,10,102,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2021,10,169,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2021,11,48,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,11,25,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2021,11,27,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Literature, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2021,11,63,The Underground Railroad (Television Tie-in): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2021,11,107,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2021,11,84,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,11,20,The Intuitionist (unabridged),Colson Whitehead,"Fiction, Literature","Recorded Books, LLC",2020
Digital,OverDrive,EBOOK,2021,11,169,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2021,12,47,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,12,109,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,12,57,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,12,25,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,12,124,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2021,12,192,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2022,1,18,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Literature, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2022,1,15,The Intuitionist (unabridged),Colson Whitehead,"Fiction, Literature","Recorded Books, LLC",2020
Digital,OverDrive,EBOOK,2022,1,82,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2022,1,44,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2022,1,60,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2022,1,118,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2022,1,210,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2022,1,20,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2022,2,182,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2022,2,43,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2022,2,53,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2022,2,109,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,AUDIOBOOK,2022,2,32,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2022,2,22,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2022,3,123,Harlem Shuffle: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller",Books on Tape,2021
Digital,OverDrive,EBOOK,2022,3,106,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2022,3,42,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2022,3,21,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2022,3,32,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2022,3,198,Harlem Shuffle: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Thriller","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2020,4,21,The First Time: Finding Myself and Looking for Love on Reality TV,Colton Underwood,"Biography & Autobiography, Nonfiction, Performing Arts","Simon & Schuster, Inc.",2020
Digital,OverDrive,EBOOK,2020,5,16,The First Time: Finding Myself and Looking for Love on Reality TV,Colton Underwood,"Biography & Autobiography, Nonfiction, Performing Arts","Simon & Schuster, Inc.",2020
Physical,Horizon,BOOK,2018,1,94,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,SOUNDDISC,2018,1,23,The Underground Railroad / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, African Americans Social conditions History Fiction, United States History 19th century Fiction, United States Race relations Fiction, Southern States 19th century Fiction, Audiobooks, Historical fiction, Historical fiction","Random House Audio,",[2016]
Physical,Horizon,BOOK,2018,1,30,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, Large type books, United States History 19th century Fiction, Historical fiction","Random House Large Print,",[2016]
Physical,Horizon,SOUNDDISC,2018,2,15,The Underground Railroad / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, African Americans Social conditions History Fiction, United States History 19th century Fiction, United States Race relations Fiction, Southern States 19th century Fiction, Audiobooks, Historical fiction, Historical fiction","Random House Audio,",[2016]
Physical,Horizon,BOOK,2018,2,92,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,2,23,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, Large type books, United States History 19th century Fiction, Historical fiction","Random House Large Print,",[2016]
Physical,Horizon,BOOK,2018,2,20,The intuitionist / Colson Whitehead.,"Whitehead, Colson, 1969-","African Americans Fiction, African American women Fiction, Elevators Inspection Fiction","Anchor Books,",2000
Physical,Horizon,BOOK,2018,3,96,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,SOUNDDISC,2018,3,18,The Underground Railroad / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, African Americans Social conditions History Fiction, United States History 19th century Fiction, United States Race relations Fiction, Southern States 19th century Fiction, Audiobooks, Historical fiction, Historical fiction","Random House Audio,",[2016]
Physical,Horizon,BOOK,2018,3,27,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, Large type books, United States History 19th century Fiction, Historical fiction","Random House Large Print,",[2016]
Physical,Horizon,BOOK,2018,4,56,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,5,73,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,6,16,The intuitionist / Colson Whitehead.,"Whitehead, Colson, 1969-","African Americans Fiction, African American women Fiction, Elevators Inspection Fiction","Anchor Books,",2000
Physical,Horizon,BOOK,2018,6,53,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,7,46,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,8,58,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,9,40,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
Physical,Horizon,BOOK,2018,10,33,The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction","Doubleday,",[2016]
